,Motohours total,Motohours idle,Motohours 900rpm stop,Motohours driving,Motohours >26t,Distance [km],Distance >26t [km],Fuel consumed [dm3],Fuel consumption per distance [dm3/100km],Hourly fuel consumption [dm3/h],Hydraulic energy [kJ],Compaction hydraulic energy [kJ],Max overload >26t [t],dzien
Selected day,6.0,1.3,1.9,2.4,1.9,36.4,15.7,32.0,88.0,5.3,85990.0,51542.6,3.1,2021-08-18
