,Motohours total,Motohours idle,Motohours 900rpm stop,Motohours driving,Motohours >26t,Distance [km],Distance >26t [km],Fuel consumed [dm3],Fuel consumption per distance [dm3/100km],Hourly fuel consumption [dm3/h],Hydraulic energy [kJ],Compaction hydraulic energy [kJ],Max overload >26t [t],dzien
Selected day,5.4,0.8,1.3,3.0,2.7,102.3,49.2,45.0,44.0,8.4,70362.0,34878.4,10.7,2021-08-16
