,Motohours total,Motohours idle,Motohours 900rpm stop,Motohours driving,Motohours >26t,Distance [km],Distance >26t [km],Fuel consumed [dm3],Fuel consumption per distance [dm3/100km],Hourly fuel consumption [dm3/h],Hydraulic energy [kJ],Compaction hydraulic energy [kJ],Max overload >26t [t],dzien
Selected day,5.6,1.4,1.2,2.7,3.1,58.8,33.3,33.0,56.2,5.9,55499.0,34759.7,4.8,2021-09-02
